episode,total_reward,steps_survived,success_flag,epsilon
16929,65,300,0,0.5305004908137623
16930,-8,161,0,0.530480625717687
16931,-1,171,0,0.530460761365479
16932,7,161,0,0.5304408977571107
16933,25,300,0,0.5304210348925541
16934,-23,161,0,0.5304011727717814
16935,35,300,0,0.5303813113947647
16936,7,161,0,0.5303614507614762
16937,9,171,0,0.530341590871888
16938,-8,161,0,0.5303217317259723
16939,20,300,0,0.5303018733237013
16940,3,217,0,0.530282015665047
16941,-20,300,0,0.5302621587499816
16942,-35,300,0,0.5302423025784774
16943,6,256,0,0.5302224471505064
16944,9,298,0,0.5302025924660407
16945,20,300,0,0.5301827385250527
16946,27,213,0,0.5301628853275144
16947,15,300,0,0.530143032873398
16948,75,300,0,0.5301231811626756
16949,-12,215,0,0.5301033301953195
16950,-15,251,0,0.5300834799713018
16951,60,300,0,0.5300636304905946
16952,9,271,0,0.53004378175317
16953,17,161,0,0.5300239337590004
16954,-13,161,0,0.5300040865080577
16955,-15,300,0,0.5299842400003144
16956,2,161,0,0.5299643942357424
16957,7,161,0,0.5299445492143139
16958,15,300,0,0.5299247049360012
16959,22,161,0,0.5299048614007764
16960,14,172,0,0.5298850186086117
16961,7,161,0,0.5298651765594792
16962,12,161,0,0.5298453352533511
16963,3,293,0,0.5298254946901996
16964,-13,161,0,0.5298056548699969
16965,2,161,0,0.5297858157927151
16966,35,300,0,0.5297659774583265
16967,12,161,0,0.5297461398668033
16968,19,172,0,0.5297263030181175
16969,7,161,0,0.5297064669122414
16970,23,215,0,0.5296866315491472
16971,-9,184,0,0.529666796928807
16972,2,161,0,0.5296469630511932
16973,-7,216,0,0.5296271299162777
16974,17,161,0,0.5296072975240329
16975,70,300,0,0.5295874658744308
16976,-34,205,0,0.5295676349674439
16977,-20,250,0,0.5295478048030441
16978,-55,300,0,0.5295279753812037
16979,-3,161,0,0.5295081467018948
16980,17,161,0,0.5294883187650897
16981,100,300,0,0.5294684915707606
16982,8,265,0,0.5294486651188797
16983,12,161,0,0.5294288394094191
16984,44,299,0,0.5294090144423511
16985,25,300,0,0.529389190217648
16986,14,174,0,0.5293693667352818
16987,-6,221,0,0.5293495439952247
16988,22,161,0,0.5293297219974491
16989,-8,161,0,0.529309900741927
16990,17,161,0,0.5292900802286307
16991,29,299,0,0.5292702604575323
16992,-40,251,0,0.5292504414286042
16993,-33,263,0,0.5292306231418186
16994,12,161,0,0.5292108055971475
16995,50,300,0,0.5291909887945633
16996,35,300,0,0.5291711727340381
16997,9,171,0,0.5291513574155442
16998,45,300,0,0.5291315428390537
16999,27,211,0,0.529111729004539
17000,2,161,0,0.5290919159119721
17001,17,161,0,0.5290721035613254
17002,25,300,0,0.529052291952571
17003,-8,189,0,0.5290324810856811
17004,22,161,0,0.5290126709606281
17005,22,161,0,0.528992861577384
17006,17,161,0,0.5289730529359211
17007,17,161,0,0.5289532450362117
17008,18,216,0,0.5289334378782279
17009,0,300,0,0.528913631461942
17010,7,161,0,0.5288938257873262
17011,-10,300,0,0.5288740208543529
17012,7,161,0,0.528854216662994
17013,-8,161,0,0.528834413213222
17014,30,300,0,0.528814610505009
17015,80,300,0,0.5287948085383273
17016,1,233,0,0.5287750073131491
17017,22,161,0,0.5287552068294467
17018,50,300,0,0.5287354070871921
17019,-18,161,0,0.5287156080863579
17020,10,226,0,0.528695809826916
17021,17,238,0,0.5286760123088388
17022,-28,189,0,0.5286562155320985
17023,18,243,0,0.5286364194966674
17024,22,161,0,0.5286166242025176
17025,12,161,0,0.5285968296496216
17026,12,161,0,0.5285770358379515
17027,22,235,0,0.5285572427674794
17028,2,161,0,0.5285374504381777
17029,7,161,0,0.5285176588500187
17030,-18,161,0,0.5284978680029745
17031,-5,300,0,0.5284780778970174
17032,40,300,0,0.5284582885321196
17033,-55,300,0,0.5284384999082535
17034,-8,161,0,0.5284187120253913
17035,12,161,0,0.5283989248835051
17036,75,300,0,0.5283791384825673
17037,-30,251,0,0.5283593528225502
17038,12,161,0,0.528339567903426
17039,-15,300,0,0.5283197837251669
17040,2,161,0,0.5283000002877452
17041,35,300,0,0.5282802175911331
17042,5,300,0,0.5282604356353029
17043,-25,278,0,0.5282406544202269
17044,10,300,0,0.5282208739458774
17045,17,287,0,0.5282010942122265
17046,22,161,0,0.5281813152192466
17047,50,300,0,0.5281615369669099
17048,7,161,0,0.5281417594551888
17049,-13,161,0,0.5281219826840554
17050,14,171,0,0.5281022066534821
17051,17,286,0,0.528082431363441
17052,17,161,0,0.5280626568139045
17053,7,161,0,0.5280428830048448
17054,17,161,0,0.5280231099362342
17055,9,172,0,0.5280033376080451
17056,6,208,0,0.5279835660202495
17057,17,261,0,0.52796379517282
17058,22,161,0,0.5279440250657287
17059,12,161,0,0.5279242556989479
17060,-6,299,0,0.5279044870724497
17061,45,300,0,0.5278847191862067
17062,19,298,0,0.527864952040191
17063,25,176,0,0.5278451856343749
17064,22,161,0,0.5278254199687307
17065,20,300,0,0.5278056550432306
17066,-48,161,0,0.527785890857847
17067,12,161,0,0.5277661274125521
17068,-15,300,0,0.5277463647073183
17069,15,253,0,0.5277266027421178
17070,-16,221,0,0.5277068415169229
17071,10,300,0,0.5276870810317059
17072,25,300,0,0.5276673212864391
17073,-8,161,0,0.5276475622810948
17074,-21,271,0,0.5276278040156452
17075,-2,290,0,0.5276080464900628
17076,50,300,0,0.5275882897043196
17077,17,211,0,0.5275685336583881
17078,25,300,0,0.5275487783522406
17079,-35,251,0,0.5275290237858493
17080,17,161,0,0.5275092699591866
17081,2,161,0,0.5274895168722247
17082,9,298,0,0.5274697645249359
17083,9,221,0,0.5274500129172925
17084,25,227,0,0.527430262049267
17085,12,161,0,0.5274105119208315
17086,30,300,0,0.5273907625319585
17087,17,161,0,0.5273710138826201
17088,35,300,0,0.5273512659727887
17089,0,175,0,0.5273315188024366
17090,17,161,0,0.527311772371536
17091,24,299,0,0.5272920266800594
17092,1,256,0,0.5272722817279789
17093,23,241,0,0.527252537515267
17094,-5,202,0,0.5272327940418959
17095,10,300,0,0.527213051307838
17096,2,161,0,0.5271933093130656
17097,17,161,0,0.527173568057551
17098,25,229,0,0.5271538275412665
17099,17,161,0,0.5271340877641845
17100,17,161,0,0.5271143487262772
17101,17,161,0,0.5270946104275169
17102,40,300,0,0.5270748728678761
17103,5,300,0,0.527055136047327
17104,7,161,0,0.5270353999658419
17105,22,161,0,0.5270156646233932
17106,14,171,0,0.5269959300199532
17107,2,161,0,0.5269761961554942
17108,20,179,0,0.5269564630299886
17109,-8,161,0,0.5269367306434085
17110,22,211,0,0.5269169989957265
17111,40,300,0,0.5268972680869148
17112,35,300,0,0.5268775379169459
17113,22,161,0,0.5268578084857919
17114,-9,284,0,0.5268380797934252
17115,17,161,0,0.5268183518398183
17116,7,161,0,0.5267986246249433
17117,15,251,0,0.5267788981487727
17118,25,251,0,0.5267591724112788
17119,-18,161,0,0.526739447412434
17120,65,300,0,0.5267197231522104
17121,2,161,0,0.5266999996305806
17122,7,161,0,0.5266802768475168
17123,29,224,0,0.5266605548029915
17124,45,300,0,0.5266408334969768
17125,-3,161,0,0.5266211129294452
17126,70,300,0,0.5266013931003691
17127,-23,260,0,0.5265816740097208
17128,-3,289,0,0.5265619556574725
17129,55,300,0,0.5265422380435968
17130,12,161,0,0.5265225211680659
17131,-15,300,0,0.5265028050308521
17132,40,300,0,0.5264830896319279
17133,-10,300,0,0.5264633749712656
17134,-15,251,0,0.5264436610488376
17135,65,300,0,0.5264239478646161
17136,2,161,0,0.5264042354185736
17137,22,161,0,0.5263845237106825
17138,50,300,0,0.526364812740915
17139,-10,300,0,0.5263451025092435
17140,2,161,0,0.5263253930156404
17141,9,172,0,0.5263056842600781
17142,50,300,0,0.5262859762425288
17143,17,161,0,0.5262662689629651
17144,-36,274,0,0.5262465624213593
17145,7,161,0,0.5262268566176836
17146,-3,161,0,0.5262071515519106
17147,45,300,0,0.5261874472240125
17148,14,172,0,0.5261677436339617
17149,27,285,0,0.5261480407817306
17150,65,300,0,0.5261283386672916
17151,50,300,0,0.526108637290617
17152,-3,161,0,0.5260889366516792
17153,12,189,0,0.5260692367504506
17154,4,274,0,0.5260495375869035
17155,-2,215,0,0.5260298391610104
17156,7,161,0,0.5260101414727436
17157,4,274,0,0.5259904445220756
17158,7,211,0,0.5259707483089785
17159,-45,277,0,0.5259510528334249
17160,-10,229,0,0.5259313580953872
17161,-29,233,0,0.5259116640948377
17162,13,267,0,0.5258919708317488
17163,12,161,0,0.5258722783060928
17164,17,161,0,0.5258525865178423
17165,17,161,0,0.5258328954669695
17166,-7,268,0,0.5258132051534469
17167,2,212,0,0.5257935155772469
17168,17,161,0,0.5257738267383417
17169,19,247,0,0.525754138636704
17170,2,161,0,0.5257344512723059
17171,-25,300,0,0.5257147646451199
17172,35,300,0,0.5256950787551185
17173,70,300,0,0.5256753936022739
17174,17,161,0,0.5256557091865586
17175,22,161,0,0.525636025507945
17176,-9,257,0,0.5256163425664054
17177,-3,161,0,0.5255966603619124
17178,-5,300,0,0.5255769788944383
17179,12,286,0,0.5255572981639555
17180,-5,300,0,0.5255376181704363
17181,10,251,0,0.5255179389138532
17182,-13,161,0,0.5254982603941787
17183,22,161,0,0.525478582611385
17184,22,161,0,0.5254589055654447
17185,20,300,0,0.5254392292563301
17186,22,161,0,0.5254195536840136
17187,-3,161,0,0.5253998788484677
17188,2,161,0,0.5253802047496647
17189,4,299,0,0.5253605313875771
17190,-3,161,0,0.5253408587621773
17191,37,262,0,0.5253211868734377
17192,-3,161,0,0.5253015157213307
17193,30,300,0,0.5252818453058287
17194,-3,161,0,0.5252621756269041
17195,75,300,0,0.5252425066845294
17196,16,283,0,0.525222838478677
17197,22,161,0,0.5252031710093192
17198,17,161,0,0.5251835042764286
17199,12,161,0,0.5251638382799775
17200,12,161,0,0.5251441730199383
17201,22,161,0,0.5251245084962836
17202,55,300,0,0.5251048447089857
17203,17,161,0,0.525085181658017
17204,19,248,0,0.52506551934335
17205,-13,161,0,0.525045857764957
17206,12,161,0,0.5250261969228107
17207,9,174,0,0.5250065368168834
17208,4,299,0,0.5249868774471473
17209,65,300,0,0.5249672188135751
17210,6,281,0,0.5249475609161391
17211,12,161,0,0.5249279037548119
17212,-3,161,0,0.5249082473295658
17213,22,161,0,0.5248885916403732
17214,-3,161,0,0.5248689366872066
17215,22,161,0,0.5248492824700385
17216,60,300,0,0.5248296289888412
17217,2,161,0,0.5248099762435873
17218,45,300,0,0.5247903242342491
17219,30,300,0,0.5247706729607992
17220,17,161,0,0.5247510224232098
17221,22,161,0,0.5247313726214536
17222,60,300,0,0.524711723555503
17223,65,300,0,0.5246920752253303
17224,70,300,0,0.524672427630908
17225,60,300,0,0.5246527807722087
17226,20,252,0,0.5246331346492046
17227,0,278,0,0.5246134892618683
17228,10,300,0,0.5245938446101723
17229,0,251,0,0.524574200694089
17230,-15,226,0,0.5245545575135908
17231,25,300,0,0.5245349150686502
17232,-3,161,0,0.5245152733592398
17233,-18,161,0,0.5244956323853317
17234,35,227,0,0.5244759921468987
17235,-4,255,0,0.524456352643913
17236,-3,161,0,0.5244367138763473
17237,22,161,0,0.5244170758441739
17238,12,161,0,0.5243974385473653
17239,34,299,0,0.524377801985894
17240,60,300,0,0.5243581661597325
17241,9,221,0,0.5243385310688532
17242,7,161,0,0.5243188967132285
17243,-1,171,0,0.524299263092831
17244,-3,161,0,0.5242796302076331
17245,22,161,0,0.5242599980576074
17246,22,161,0,0.5242403666427261
17247,35,251,0,0.5242207359629619
17248,17,161,0,0.5242011060182872
17249,2,161,0,0.5241814768086744
17250,-3,161,0,0.5241618483340962
17251,20,300,0,0.5241422205945248
17252,-11,172,0,0.5241225935899327
17253,80,300,0,0.5241029673202926
17254,7,161,0,0.5240833417855768
17255,26,180,0,0.5240637169857579
17256,22,161,0,0.5240440929208083
17257,12,161,0,0.5240244695907006
17258,-21,298,0,0.5240048469954071
17259,-11,296,0,0.5239852251349003
17260,20,250,0,0.5239656040091528
17261,19,174,0,0.523945983618137
17262,22,161,0,0.5239263639618256
17263,17,161,0,0.5239067450401907
17264,17,161,0,0.5238871268532052
17265,22,161,0,0.5238675094008413
17266,7,161,0,0.5238478926830715
17267,2,237,0,0.5238282766998684
17268,2,186,0,0.5238086614512045
17269,20,300,0,0.5237890469370523
17270,22,161,0,0.5237694331573842
17271,10,251,0,0.5237498201121729
17272,-6,171,0,0.5237302078013906
17273,12,161,0,0.52371059622501
17274,14,171,0,0.5236909853830036
17275,5,253,0,0.5236713752753438
17276,-8,211,0,0.5236517659020031
17277,2,161,0,0.5236321572629542
17278,17,161,0,0.5236125493581694
17279,-11,172,0,0.5235929421876212
17280,14,298,0,0.5235733357512823
17281,22,161,0,0.523553730049125
17282,12,161,0,0.5235341250811218
17283,17,161,0,0.5235145208472455
17284,17,213,0,0.5234949173474683
17285,55,300,0,0.5234753145817629
17286,17,161,0,0.5234557125501016
17287,15,175,0,0.5234361112524571
17288,12,161,0,0.5234165106888019
17289,-3,211,0,0.5233969108591084
17290,25,300,0,0.5233773117633492
17291,34,296,0,0.5233577134014968
17292,90,300,0,0.5233381157735237
17293,22,161,0,0.5233185188794025
17294,29,299,0,0.5232989227191056
17295,17,212,0,0.5232793272926056
17296,12,161,0,0.523259732599875
17297,12,161,0,0.5232401386408864
17298,-7,216,0,0.5232205454156121
17299,44,298,0,0.5232009529240249
17300,15,251,0,0.5231813611660973
17301,33,215,0,0.5231617701418017
17302,22,161,0,0.5231421798511106
17303,12,263,0,0.5231225902939965
17304,17,161,0,0.5231030014704322
17305,-12,267,0,0.52308341338039
17306,7,161,0,0.5230638260238425
17307,19,223,0,0.5230442394007622
17308,10,277,0,0.5230246535111216
17309,17,161,0,0.5230050683548934
17310,7,161,0,0.5229854839320499
17311,30,300,0,0.5229659002425638
17312,14,174,0,0.5229463172864076
17313,7,161,0,0.5229267350635539
17314,7,185,0,0.5229071535739751
17315,34,221,0,0.5228875728176439
17316,55,300,0,0.5228679927945327
17317,25,300,0,0.5228484135046141
17318,30,300,0,0.5228288349478607
17319,10,254,0,0.522809257124245
17320,2,264,0,0.5227896800337395
17321,10,300,0,0.5227701036763168
17322,22,161,0,0.5227505280519495
17323,20,277,0,0.5227309531606101
17324,9,173,0,0.5227113790022712
17325,18,269,0,0.5226918055769052
17326,22,161,0,0.5226722328844848
17327,19,171,0,0.5226526609249825
17328,19,248,0,0.5226330896983709
17329,65,300,0,0.5226135192046224
17330,-6,174,0,0.5225939494437097
17331,17,161,0,0.5225743804156054
17332,60,300,0,0.522554812120282
17333,17,161,0,0.522535244557712
17334,-13,161,0,0.5225156777278681
17335,14,299,0,0.5224961116307227
17336,40,300,0,0.5224765462662485
17337,25,300,0,0.522456981634418
17338,17,211,0,0.5224374177352037
17339,2,161,0,0.5224178545685783
17340,-13,161,0,0.5223982921345143
17341,17,161,0,0.5223787304329842
17342,-13,161,0,0.5223591694639607
17343,7,161,0,0.5223396092274163
17344,22,161,0,0.5223200497233236
17345,-3,161,0,0.5223004909516551
17346,22,161,0,0.5222809329123834
17347,-3,161,0,0.5222613756054812
17348,24,173,0,0.522241819030921
17349,12,161,0,0.5222222631886754
17350,12,161,0,0.5222027080787168
17351,0,200,0,0.522183153701018
17352,55,300,0,0.5221636000555514
17353,9,270,0,0.5221440471422898
17354,19,172,0,0.5221244949612056
17355,5,177,0,0.5221049435122714
17356,18,292,0,0.5220853927954598
17357,22,161,0,0.5220658428107435
17358,35,300,0,0.522046293558095
17359,55,300,0,0.5220267450374868
17360,7,161,0,0.5220071972488917
17361,-25,251,0,0.521987650192282
17362,-5,300,0,0.5219681038676305
17363,25,300,0,0.5219485582749097
17364,12,161,0,0.5219290134140924
17365,-10,203,0,0.5219094692851509
17366,2,161,0,0.5218899258880579
17367,22,161,0,0.5218703832227861
17368,34,245,0,0.521850841289308
17369,17,161,0,0.5218313000875963
17370,2,161,0,0.5218117596176234
17371,9,224,0,0.521792219879362
17372,17,161,0,0.5217726808727847
17373,9,270,0,0.5217531425978641
17374,7,161,0,0.5217336050545728
17375,54,299,0,0.5217140682428835
17376,2,161,0,0.5216945321627686
17377,8,265,0,0.5216749968142009
17378,22,161,0,0.521655462197153
17379,-3,289,0,0.5216359283115973
17380,54,298,0,0.5216163951575066
17381,15,300,0,0.5215968627348534
17382,-38,161,0,0.5215773310436104
17383,14,172,0,0.5215578000837502
17384,22,161,0,0.5215382698552454
17385,2,161,0,0.5215187403580687
17386,-15,251,0,0.5214992115921925
17387,32,213,0,0.5214796835575896
17388,-15,300,0,0.5214601562542325
17389,12,161,0,0.5214406296820938
17390,-10,251,0,0.5214211038411463
17391,7,161,0,0.5214015787313624
17392,15,300,0,0.5213820543527149
17393,-3,161,0,0.5213625307051764
17394,-30,276,0,0.5213430077887193
17395,22,161,0,0.5213234856033165
17396,-6,299,0,0.5213039641489405
17397,-43,161,0,0.521284443425564
17398,-28,161,0,0.5212649234331596
17399,17,161,0,0.5212454041716998
17400,10,300,0,0.5212258856411575
17401,18,216,0,0.5212063678415051
17402,12,289,0,0.5211868507727153
17403,25,300,0,0.5211673344347607
17404,50,300,0,0.521147818827614
17405,-13,236,0,0.5211283039512478
17406,7,161,0,0.5211087898056347
17407,12,161,0,0.5210892763907473
17408,22,161,0,0.5210697637065583
17409,-3,161,0,0.5210502517530404
17410,22,161,0,0.5210307405301662
17411,8,192,0,0.5210112300379083
17412,15,253,0,0.5209917202762393
17413,3,243,0,0.5209722112451319
17414,35,300,0,0.5209527029445589
17415,-9,231,0,0.5209331953744927
17416,32,213,0,0.520913688534906
17417,12,161,0,0.5208941824257716
17418,17,161,0,0.5208746770470619
17419,7,161,0,0.5208551723987498
17420,17,161,0,0.5208356684808078
17421,17,161,0,0.5208161652932085
17422,22,161,0,0.5207966628359247
17423,22,161,0,0.520777161108929
17424,-18,161,0,0.520757660112194
17425,-3,161,0,0.5207381598456925
17426,2,161,0,0.520718660309397
17427,-46,299,0,0.5206991615032801
17428,7,161,0,0.5206796634273146
17429,-22,191,0,0.5206601660814731
17430,25,276,0,0.5206406694657284
17431,2,212,0,0.520621173580053
17432,40,300,0,0.5206016784244196
17433,55,300,0,0.5205821839988009
17434,28,191,0,0.5205626903031694
17435,13,216,0,0.520543197337498
17436,2,161,0,0.5205237051017593
17437,22,161,0,0.5205042135959258
17438,60,300,0,0.5204847228199704
17439,-18,161,0,0.5204652327738656
17440,0,279,0,0.5204457434575841
17441,-3,161,0,0.5204262548710986
17442,30,300,0,0.5204067670143818
17443,-3,161,0,0.5203872798874064
17444,25,300,0,0.5203677934901451
17445,17,161,0,0.5203483078225704
17446,17,161,0,0.5203288228846551
17447,22,161,0,0.5203093386763719
17448,22,161,0,0.5202898551976933
17449,22,161,0,0.5202703724485922
17450,22,161,0,0.5202508904290412
17451,35,300,0,0.5202314091390129
17452,25,254,0,0.5202119285784801
17453,24,171,0,0.5201924487474154
17454,-9,230,0,0.5201729696457916
17455,25,300,0,0.5201534912735813
17456,12,161,0,0.5201340136307573
17457,21,280,0,0.5201145367172921
17458,55,300,0,0.5200950605331585
17459,70,300,0,0.5200755850783291
17460,22,161,0,0.5200561103527767
17461,60,300,0,0.5200366363564739
17462,14,172,0,0.5200171630893935
17463,17,161,0,0.5199976905515081
17464,17,161,0,0.5199782187427905
17465,17,161,0,0.5199587476632133
17466,35,300,0,0.5199392773127491
17467,60,300,0,0.5199198076913708
17468,2,161,0,0.519900338799051
17469,7,161,0,0.5198808706357624
17470,12,161,0,0.5198614032014777
17471,22,161,0,0.5198419364961696
17472,7,161,0,0.5198224705198109
17473,22,211,0,0.5198030052723742
17474,17,161,0,0.5197835407538323
17475,-7,218,0,0.5197640769641577
17476,-24,259,0,0.5197446139033233
17477,14,247,0,0.5197251515713017
17478,0,176,0,0.5197056899680657
17479,-8,161,0,0.5196862290935879
17480,10,300,0,0.519666768947841
17481,45,300,0,0.519647309530798
17482,-3,161,0,0.5196278508424312
17483,12,161,0,0.5196083928827137
17484,-8,161,0,0.5195889356516179
17485,45,300,0,0.5195694791491167
17486,-23,161,0,0.5195500233751827
17487,29,298,0,0.5195305683297888
17488,-1,172,0,0.5195111140129076
17489,-7,267,0,0.5194916604245118
17490,22,161,0,0.5194722075645741
17491,21,234,0,0.5194527554330673
17492,-21,298,0,0.5194333040299641
17493,22,161,0,0.5194138533552373
17494,5,251,0,0.5193944034088593
17495,-14,257,0,0.5193749541908033
17496,-33,161,0,0.5193555057010416
17497,-18,161,0,0.5193360579395472
17498,-35,300,0,0.5193166109062928
17499,-39,256,0,0.519297164601251
17500,-23,211,0,0.5192777190243946
17501,75,300,0,0.5192582741756964
17502,65,300,0,0.519238830055129
17503,2,161,0,0.5192193866626653
17504,2,161,0,0.519199943998278
17505,-13,237,0,0.5191805020619397
17506,22,161,0,0.5191610608536232
17507,-8,161,0,0.5191416203733014
17508,85,300,0,0.5191221806209467
17509,5,300,0,0.5191027415965321
17510,17,161,0,0.5190833033000304
17511,40,300,0,0.5190638657314142
17512,-3,161,0,0.5190444288906562
17513,29,299,0,0.5190249927777292
17514,7,212,0,0.5190055573926059
17515,-3,161,0,0.5189861227352591
17516,30,251,0,0.5189666888056617
17517,23,218,0,0.5189472556037862
17518,22,161,0,0.5189278231296055
17519,-3,161,0,0.5189083913830923
17520,40,300,0,0.5188889603642193
17521,-21,298,0,0.5188695300729593
17522,12,161,0,0.5188501005092852
17523,16,233,0,0.5188306716731694
17524,40,300,0,0.518811243564585
17525,50,300,0,0.5187918161835046
17526,14,174,0,0.5187723895299009
17527,19,299,0,0.5187529636037468
17528,-23,161,0,0.518733538405015
17529,-16,299,0,0.5187141139336783
17530,8,240,0,0.5186946901897094
17531,22,161,0,0.5186752671730811
17532,13,192,0,0.5186558448837661
17533,44,298,0,0.5186364233217373
17534,35,300,0,0.5186170024869674
17535,-42,268,0,0.5185975823794291
17536,29,197,0,0.5185781629990952
17537,40,300,0,0.5185587443459385
17538,22,161,0,0.5185393264199318
17539,22,161,0,0.5185199092210478
17540,22,161,0,0.5185004927492594
17541,22,161,0,0.5184810770045392
17542,10,300,0,0.5184616619868601
17543,5,229,0,0.5184422476961947
17544,12,161,0,0.518422834132516
17545,17,161,0,0.5184034212957966
17546,2,161,0,0.5183840091860095
17547,-87,291,0,0.5183645978031273
17548,-55,300,0,0.5183451871471227
17549,-23,161,0,0.5183257772179687
17550,7,161,0,0.5183063680156379
17551,15,179,0,0.5182869595401032
17552,22,161,0,0.5182675517913373
17553,12,161,0,0.5182481447693131
17554,17,161,0,0.5182287384740034
17555,75,300,0,0.5182093329053808
17556,20,300,0,0.5181899280634182
17557,55,300,0,0.5181705239480885
17558,60,300,0,0.5181511205593643
17559,22,212,0,0.5181317178972185
17560,31,231,0,0.5181123159616238
17561,17,161,0,0.518092914752553
17562,22,161,0,0.518073514269979
17563,22,161,0,0.5180541145138746
17564,44,298,0,0.5180347154842125
17565,7,161,0,0.5180153171809656
17566,12,161,0,0.5179959196041066
17567,35,300,0,0.5179765227536084
17568,-13,161,0,0.5179571266294437
17569,-5,300,0,0.5179377312315854
17570,35,300,0,0.5179183365600062
17571,19,298,0,0.517898942614679
17572,22,161,0,0.5178795493955765
17573,12,161,0,0.5178601569026715
17574,12,161,0,0.5178407651359369
17575,2,161,0,0.5178213740953455
17576,22,161,0,0.51780198378087
17577,70,300,0,0.5177825941924833
17578,24,171,0,0.5177632053301582
17579,2,161,0,0.5177438171938675
17580,17,161,0,0.5177244297835841
17581,22,161,0,0.5177050430992808
17582,-20,300,0,0.5176856571409303
17583,85,300,0,0.5176662719085054
17584,23,215,0,0.5176468874019791
17585,11,184,0,0.517627503621324
17586,7,161,0,0.5176081205665131
17587,34,299,0,0.517588738237519
17588,-5,225,0,0.5175693566343148
17589,12,264,0,0.5175499757568731
17590,17,161,0,0.5175305956051669
17591,17,161,0,0.517511216179169
17592,75,300,0,0.517491837478852
17593,22,161,0,0.517472459504189
17594,-13,161,0,0.5174530822551526
17595,-24,259,0,0.5174337057317159
17596,7,161,0,0.5174143299338515
17597,45,300,0,0.5173949548615323
17598,-10,251,0,0.5173755805147311
17599,24,298,0,0.5173562068934208
17600,11,184,0,0.5173368339975741
17601,-38,161,0,0.5173174618271641
17602,45,300,0,0.5172980903821633
17603,10,300,0,0.5172787196625448
17604,7,161,0,0.5172593496682814
17605,-20,300,0,0.5172399803993458
17606,28,192,0,0.517220611855711
17607,12,161,0,0.5172012440373497
17608,55,300,0,0.5171818769442348
17609,12,161,0,0.5171625105763391
17610,30,300,0,0.5171431449336356
17611,7,161,0,0.5171237800160969
17612,2,161,0,0.517104415823696
17613,22,285,0,0.5170850523564058
17614,30,300,0,0.5170656896141991
17615,7,161,0,0.5170463275970486
17616,65,300,0,0.5170269663049274
17617,12,161,0,0.5170076057378081
17618,-8,161,0,0.5169882458956637
17619,22,161,0,0.5169688867784671
17620,2,161,0,0.516949528386191
17621,-8,161,0,0.5169301707188084
17622,-3,161,0,0.5169108137762921
17623,17,161,0,0.5168914575586149
17624,-18,161,0,0.5168721020657497
17625,2,161,0,0.5168527472976694
17626,-18,161,0,0.5168333932543467
17627,17,161,0,0.5168140399357547
17628,-6,299,0,0.5167946873418662
17629,8,194,0,0.5167753354726539
17630,45,300,0,0.5167559843280908
17631,35,300,0,0.5167366339081497
17632,25,300,0,0.5167172842128036
17633,55,300,0,0.5166979352420252
17634,50,300,0,0.5166785869957875
17635,22,161,0,0.5166592394740632
17636,25,300,0,0.5166398926768253
17637,24,171,0,0.5166205466040467
17638,2,161,0,0.5166012012557002
17639,70,300,0,0.5165818566317587
17640,21,181,0,0.5165625127321951
17641,17,161,0,0.5165431695569822
17642,22,161,0,0.5165238271060929
17643,60,300,0,0.5165044853795001
17644,17,161,0,0.5164851443771767
17645,0,300,0,0.5164658040990956
17646,-3,161,0,0.5164464645452296
17647,24,298,0,0.5164271257155515
17648,17,161,0,0.5164077876100344
17649,-3,161,0,0.516388450228651
17650,-15,251,0,0.5163691135713743
17651,7,161,0,0.5163497776381771
17652,15,300,0,0.5163304424290324
17653,15,300,0,0.516311107943913
17654,11,258,0,0.5162917741827918
17655,-41,298,0,0.5162724411456417
17656,25,279,0,0.5162531088324356
17657,2,287,0,0.5162337772431463
17658,22,161,0,0.5162144463777468
17659,22,161,0,0.5161951162362101
17660,2,161,0,0.5161757868185088
17661,-10,275,0,0.5161564581246161
17662,-18,161,0,0.5161371301545047
17663,22,161,0,0.5161178029081475
17664,22,211,0,0.5160984763855174
17665,14,171,0,0.5160791505865874
17666,2,161,0,0.5160598255113303
17667,29,298,0,0.5160405011597191
17668,7,161,0,0.5160211775317266
17669,28,294,0,0.5160018546273258
17670,7,161,0,0.5159825324464896
17671,17,161,0,0.5159632109891908
17672,20,300,0,0.5159438902554024
17673,22,161,0,0.5159245702450973
17674,-3,161,0,0.5159052509582484
17675,7,161,0,0.5158859323948285
17676,28,266,0,0.5158666145548106
17677,-13,161,0,0.5158472974381677
17678,15,300,0,0.5158279810448726
17679,50,300,0,0.5158086653748982
17680,2,210,0,0.5157893504282175
17681,-7,266,0,0.5157700362048033
17682,13,267,0,0.5157507227046286
17683,-13,161,0,0.5157314099276664
17684,20,300,0,0.5157120978738895
17685,50,300,0,0.5156927865432708
17686,9,245,0,0.5156734759357833
17687,65,300,0,0.5156541660513998
17688,-28,161,0,0.5156348568900934
17689,50,300,0,0.5156155484518369
17690,22,161,0,0.5155962407366033
17691,19,198,0,0.5155769337443654
17692,22,161,0,0.5155576274750963
17693,19,171,0,0.5155383219287688
17694,12,161,0,0.5155190171053559
17695,19,221,0,0.5154997130048304
17696,9,172,0,0.5154804096271655
17697,35,300,0,0.5154611069723338
17698,20,300,0,0.5154418050403085
17699,7,161,0,0.5154225038310624
